Date,Open,High,Low,Close,Adj Close,Volume
2018-09-13,34.659882,32.088554,34.594231,30.835979,30.835979,19923486
2018-09-14,30.826988,30.501297,30.768297,30.756756,30.756756,19250251
2018-09-15,30.741123,29.264662,30.579115,29.331921,29.331921,14418060
2018-09-16,29.302692,29.414101,30.147703,29.544474,29.544474,14840871
2018-09-17,29.530329,29.223721,31.717882,31.743317,31.743317,19763919
2018-09-18,31.741852,30.166246,30.212765,30.343197,30.343197,19907600
2018-09-19,30.345816,30.453413,30.786842,30.473743,30.473743,21104740
2018-09-20,30.475222,29.042391,30.490385,29.029079,29.029079,19360125
2018-09-21,29.003254,27.400572,29.271467,27.312977,27.312977,26489688
2018-09-22,27.313381,27.497944,28.282694,27.952295,27.952295,18752712
2018-09-23,27.924603,27.436754,27.592382,27.465488,27.465488,17179667
2018-09-24,27.441505,27.464998,28.830538,28.834925,28.834925,18263068
2018-09-25,28.870907,28.921797,30.315456,29.502684,29.502684,21629666
2018-09-26,29.531607,29.788000,30.348091,30.090700,30.090700,20557578
2018-09-27,30.092045,29.106239,30.401331,29.220659,29.220659,20161610
2018-09-28,29.229412,29.414495,30.050074,29.874401,29.874401,22546683
2018-09-29,29.869770,29.963688,30.134945,28.501598,28.501598,18838669
2018-09-30,28.513470,28.532631,28.200912,28.454382,28.454382,17188344
2018-10-01,28.429859,28.579060,28.845419,28.555201,28.555201,17337646
2018-10-02,28.570887,28.630562,28.905483,28.858503,28.858503,17515823
2018-10-03,28.848642,30.495441,29.543673,29.491617,29.491617,17630369
2018-10-04,29.470392,29.420111,29.476170,29.595613,29.595613,17273142
2018-10-05,29.584185,29.084621,29.611666,29.096930,29.096930,16131325
2018-10-06,29.096798,29.130178,29.300241,29.265783,29.265783,14480018
2018-10-07,29.276312,29.371225,29.364779,29.201281,29.201281,14623438
2018-10-08,29.189074,28.925817,29.248711,29.016706,29.016706,17358212
2018-10-09,29.020414,29.013353,29.062698,29.136745,29.136745,15706579
2018-10-10,29.126438,29.173309,29.113722,29.169294,29.169294,16776642
2018-10-11,29.174654,29.195297,32.965935,33.014591,33.014591,27343857
2018-10-12,32.924934,32.449173,32.884018,31.894817,31.894817,19232210
2018-10-13,31.912607,31.432991,31.440216,31.454966,31.454966,15332344
2018-10-14,31.467476,31.745859,31.604019,32.143375,32.143375,15764377
